,28/04/2019,05/05/2019,12/05/2019,19/05/2019,26/05/2019,02/06/2019,09/06/2019,16/06/2019,23/06/2019,30/06/2019,07/07/2019,14/07/2019,21/07/2019,28/07/2019
pest,1000,1003.7646991204848,1005.6709203432544,1004.5361926049287,1011.816078399772,1022.8400411121753,1042.779815027234,1048.1880567654985,1055.0054056590798,1063.840253305631,1062.1041354792653,1062.5978409576444,1061.928667362162,1061.928667362162
phoenix,1000,1000.9536775258548,993.1505359927344,992.412981621005,1019.6239436345486,1047.9940904486973,1064.563170188345,1081.1735092032688,1088.0311782474614,1092.387310417168,1068.0599630394654,1073.9251513059571,1070.1184616091282,1068.5140861044667
phyrexia,1000,998.3101203484673,992.7263418650908,996.8714226092354,1023.9955220847287,1057.836925839247,1078.2287629971163,1083.8711398462742,1099.43411945222,1100.3367079737218,1099.2984378920996,1098.3944144723034,1102.6608714914678,1102.565187625493
pirate,1000,1017.9567050340725,1010.6620978894114,1019.1022662426193,1034.2821791737194,1088.060366391713,1100.0348748342647,1102.7533112697508,1115.2011830445422,1123.0943060741376,1107.470450247687,1103.5717553781246,1118.41896032447,1123.4697690267046
plains,1000,1003.4140066174617,1005.374343491406,1010.7901167005788,1026.5971854331008,1041.0476831273454,1053.5339305431633,1059.3129369601274,1065.7894678497753,1058.1130971223427,1057.5304577558898,1061.3708860953188,1063.1507606857192,1061.7757471507807
plant,1000,1006.1588447787152,1004.2934527988199,1001.8519658965648,1013.2487158997062,1015.7807036833033,1020.6292956118604,1022.5651766303399,1031.2897838730528,1035.1942953054865,1034.5856994415026,1029.6980642420367,1032.271824651079,1031.6080294694939
power-plant,1000,1011.575148847646,1004.6866851982578,998.771706930076,1011.6399400651824,1010.4944434270184,1012.4886690440866,1008.1201398011967,1018.935593212226,1021.7197462831732,1023.1588253353352,1014.1631047683052,1010.7285001805113,1010.7285001805113
prism,1000,1000.7720699515677,997.1455853693927,1011.2579434158605,1038.2753746208202,1076.2470110081038,1086.88656999227,1124.1396202975943,1140.0276035610195,1146.5289505062315,1130.1304451734973,1152.888095554451,1168.9543542035174,1169.6419744118723
ral,1000,999.8923904727287,1007.2798681873841,1014.1596898626137,1030.9350031345743,1182.5737386221413,1252.177524072344,1270.672376195603,1375.7024845437534,1395.6568388227033,1415.6909974948196,1425.1970453913125,1424.297157827617,1423.0912154143707
rat,1000,1017.4596548957402,1020.0957936488237,1023.3028443765324,1048.0251087675513,1071.2452634514466,1097.3908187358588,1103.3370536154428,1114.153266252943,1113.7937545076702,1109.277949258633,1109.6406720611458,1110.3994159490724,1109.9094202982942
rath,1000,1084.8022395154028,1088.8912161017706,1087.7966916955477,1126.934875391049,1138.4723413392787,1207.9471432366518,1215.8132257643147,1230.0494238167419,1235.5070087716733,1227.3633711363186,1222.7908678019228,1223.2792088706876,1219.654607527021
rebel,1000,987.3652053413956,994.967211433392,998.7074959148968,1032.0590515396423,1068.2461860189562,1095.2725665305163,1097.4668854739475,1099.9200617911315,1102.887060824024,1097.5480658789918,1102.2218652299848,1113.347209313413,1113.347209313413
reflection,1000,981.1952026468157,980.366490482418,990.2514770799904,1030.1366060179346,1068.6712548619266,1091.6699188833454,1094.6788282204916,1109.0139081138552,1114.5589776544243,1124.0538713274352,1125.8380838216058,1135.6103960111684,1135.6103960111684
rhino,1000,987.5011246063876,989.237047780186,1000.8436044625332,1007.8038810961915,1041.9649301662494,1017.5309529865303,992.1189238250206,995.3134917402682,1171.5624456486607,1155.6293777942951,1113.7486627754226,1087.583335578214,1087.583335578214
rigger,1000,1007.0553803187573,1008.0747919042047,1006.9295781447987,1017.0729861266444,1046.0554618718118,1053.5651370193277,1060.7598155899614,1078.9332453837092,1074.453970197184,1059.1091369489945,1055.2569666116124,1062.503962466575,1061.6464128600646
rogue,1000,996.419365991999,1015.7368809818048,1012.7842405857144,1018.039925498263,1025.2798904778342,1032.3853330849383,1046.5781353750474,1053.1086679837238,1124.1544722047352,1116.439392392561,1122.9134835956893,1143.1398345094053,1144.8824257205476
saga,1000,993.7104123630124,989.8073517152527,994.5024797932208,999.422377439658,1107.8600792905029,1119.197819106978,1125.9938755612066,1127.5564168151896,1125.7891065709598,1111.2230607382305,1114.5702566116215,1123.217894770965,1123.217894770965
samurai,1000,988.674673223622,990.2785339350277,989.5909488739846,995.9096516365038,1011.7584644153607,1023.3656237596576,1017.2344548280304,1024.3693314769514,1029.3193315866977,1034.526192971516,1035.3510580479292,1045.0539261919298,1045.0539261919298
sand,1000,1007.1528355749016,1004.4922773065256,1005.6373264700453,1036.4487304253348,1065.2545924805447,1076.9766527945758,1084.9305015807806,1098.5979299325916,1103.414487960233,1096.7755035553762,1097.9010626337972,1186.0202053863002,1186.0202053863002
saproling,1000,997.8096518239205,1000.345787166042,1005.5757825948629,1016.1793431511735,1038.6863077342102,1051.8101429409842,1059.897097105,1068.4354533575636,1066.277576537953,1068.652719152992,1068.723305806893,1072.0352343065044,1072.0352343065044
sarkhan,1000,994.6393854490648,994.5511483991104,991.4099140700228,960.4981325432054,1010.2203527983676,1012.7809560214688,1029.3063408543082,1051.592348568475,1075.1242238334642,1070.25208922956,1079.9334858680209,1085.4240673568804,1085.4240673568804
satyr,1000,1003.5865906797777,999.472325736465,991.193558922802,1017.9753631394173,1057.8580077569575,1104.1067225532558,1105.0615675638917,1127.4350003921627,1119.1622530611662,1119.4159649083338,1125.4656310645669,1143.8581015552295,1143.8581015552295
scarecrow,1000,1012.9693117158298,1010.203014868728,1016.548810291853,1340.5858200571647,1340.8355735618252,1329.583761641651,1340.1718244166855,1325.537314669219,1321.6841392915082,1312.5555673536526,1332.3062966208386,1325.5944762221395,1325.5944762221395
scion,1000,989.77321194806,1004.5608198381476,1006.1346986461232,1019.4866644696823,1054.2314011133058,1077.1634542077504,1073.1223562226494,1084.6037653502335,1114.9270003607583,1096.667214639415,1108.0791790959076,1114.1018444788697,1114.1018444788697
scorpion,1000,1007.5757575757576,991.0632296995932,1002.7391979140004,1026.2883760468292,1072.1087399400608,1097.7755947701362,1093.3620389615048,1101.7195725327033,1098.564165710637,1111.4350223405604,1101.7478736911676,1101.420557032317,1101.420557032317
scout,1000,1003.5906989716394,1010.7123361380296,1006.5519000447276,1027.1736752208228,1076.3436424751346,1093.197330374467,1108.9344406340463,1129.0842032417618,1120.3348563671846,1120.610449262206,1123.352458427031,1126.4783636914751,1126.4783636914751
serf,1000,1007.8417237374343,1005.4810133935448,1005.4810133935448,1028.6230367176818,1082.3246345707598,1101.4913580119842,1103.5311568231177,1107.7111990838114,1126.3852576124273,1108.3943819700064,1112.5928455380747,1118.9870572940406,1118.9870572940406
serpent,1000,1004.8954756563452,1010.9552858869523,1016.8895978096043,1041.1810366599886,1073.4717272031673,1095.9085054046404,1102.417623067158,1112.2400245869196,1117.561893361409,1113.5060572010798,1105.1809917028802,1123.8795990122828,1124.1068749675937
servo,1000,1010.7080288614578,1023.667155079042,1016.3815570107173,1025.8531750596185,1085.4792295842608,1104.630165371454,1109.927296993341,1116.4939501468125,1130.5242893958866,1120.42804441961,1121.7344451780978,1137.054073204171,1136.4159957220136
shade,1000,1008.5640191256584,1014.5835636456486,1021.0935457956438,1040.7707739509983,1074.404288821926,1110.9448646394023,1107.8145009923371,1123.50692460619,1123.0407860640007,1122.2382645436762,1114.5663847674446,1121.6567920608784,1121.6567920608784
shaman,1000,997.2022601753764,998.0135136712024,1011.4175288121336,1028.9322441653794,1061.3124525750302,1085.020620474259,1098.7738894052886,1105.1014077352659,1105.4218446793986,1098.462178693858,1087.690258212073,1091.9643641034618,1091.9643641034618
shapeshifter,1000,996.2711474544712,994.4602891229373,1004.613945003584,1019.1105809573456,1026.0125918621522,1007.4729585551944,999.5921079890868,1002.1763245317604,994.3316116290899,987.8131741119998,993.8482699248506,995.7916643951913,994.8581097098208
shrine,1000,997.2646765071196,1006.9961393594143,1018.9411264211318,1041.6203979209058,1069.1537966240594,1082.53758226134,1092.9281348060817,1107.8312943320916,1109.9036984186494,1098.0652519438595,1103.568100450286,1104.4521619186999,1110.6941637565333
siren,1000,1000.0,974.5029299916284,996.3993641839386,1004.6814343385312,1047.8603783247127,1060.8853868928722,1064.6026432047145,1066.8316494468902,1078.9016089728527,1054.4920703083085,1048.49089592444,1067.2036220254367,1066.3142856737488
skeleton,1000,996.2381851085223,1009.4387153615468,1022.1941682422183,1036.0669170280787,1065.2586255939827,1077.4556128999304,1080.9966186220634,1090.453325917179,1084.7481164892197,1083.0016754644694,1084.3220802657372,1235.0738873223104,1235.0738873223104
slith,1000,998.3453030334939,1006.5621410699788,1016.4832807474719,1029.7414433750794,1058.4898413816245,1074.2227631676074,1081.0374697382622,1092.1146185076525,1095.1924591029226,1092.6513047900228,1083.1831102463125,1098.8545161409056,1098.8545161409056
sliver,1000,1003.0529137101132,1008.7993616479961,1013.6161550561644,1180.5691970791188,1223.4754157132038,1222.8986397809574,1275.4213240138135,1295.7694504826538,1307.855850576484,1307.4799803908547,1301.744114599803,1297.9527869325273,1297.9527869325273
slug,1000,1016.233766233766,1016.233766233766,1007.3969508752116,1035.3543989863526,1046.8583367528677,1074.7745590662773,1062.1301524890268,1068.3259117118796,1075.6936766202375,1085.0475346778046,1085.0475346778046,1079.5159197951334,1079.5159197951334
snake,1000,994.2933017040416,996.6270536620044,995.5974340464714,1011.3667753807697,1026.978025631245,1044.492449194728,1052.558987791106,1074.982902412586,1087.9534913677319,1078.6324900091254,1080.5153791488478,1086.634371006343,1086.7671464671207
soldier,1000,998.0247142242093,1006.4976803394876,1006.588114454642,1023.1182720919272,1048.4867006885158,1062.7116433893516,1067.10360759639,1073.4521061750634,1069.016208248903,1059.0174069597529,1056.1196062813146,1055.808571959403,1055.7432318065896
soltari,1000,987.9972123820212,984.860713295094,982.773911293019,992.0222372156177,1011.8603280130886,1011.8786837560003,1037.5951791019186,1053.3825403072576,1025.1336622051815,1027.3867032210173,1022.8515913122632,1020.6035658368517,1020.6035658368517
sorin,1000,998.4799094056227,1001.1777556414728,989.9766020802107,1001.3389691763324,1016.0631024358516,1024.296658445355,1022.0146571823095,1021.5837201820793,1014.9206385485099,971.4535264945098,982.4363888695095,989.2399913677173,990.5779718598376
spawn,1000,998.698186777796,1009.6046650389363,1023.9274381748312,1027.9569775259815,1048.3764290221336,1069.6572809498423,1082.3742986735833,1121.6294648938458,1150.4136637830024,1156.7677638761973,1172.7443304595527,1208.5301401278934,1208.5301401278934
specter,1000,1006.8965639625225,1010.0282838978136,1022.2085675290823,1033.8877962461263,1041.0624622407497,1048.8806270765367,1055.0939385733284,1066.3767486407746,1069.5753816257159,1061.2746633576376,1068.4444360352134,1076.236264972851,1075.7763349450847
sphinx,1000,993.1500988099184,991.3738090446633,1001.784152363016,1027.9369884086216,1073.0771557058906,1101.546054531703,1100.86201690048,1112.2105068264907,1114.6837148452487,1108.1710888104317,1103.1544654500524,1109.7708757113378,1106.8827276938716
spider,1000,1003.1655893399948,1009.8778348917753,1013.1075880427584,1036.083600572801,1065.9997882403093,1079.8123689148258,1085.351062488142,1087.1126787620337,1086.5886569460567,1078.0776672142074,1081.6511336497992,1084.7550289090354,1084.7550289090354
spike,1000,1001.0778212694156,1007.87576522138,1006.3182394425604,1024.981054489063,1059.1296582798711,1073.7183683259732,1080.740323313615,1091.1531080799755,1091.5268845923613,1079.486530898218,1079.622047439933,1087.1144338159133,1089.12760869335
spirit,1000,999.4669883288127,1005.7753909155194,1011.0437295870184,1028.6160717579055,1063.5237800204318,1082.8361131766503,1085.1626011919307,1100.0916818892288,1098.232460989816,1089.9012114868435,1085.37276126368,1089.8869676044908,1089.6056798941056
squid,1000,998.7856054389873,995.2780524612604,987.4413702993616,1013.6644018889868,1023.1321801015393,1068.0474135830514,1072.1339067461533,1082.4415825099368,1083.3367167323281,1084.7315708740437,1083.8313743858166,1102.3340014236312,1102.3340014236312
squirrel,1000,999.9657387703952,1009.398310943266,1010.9464824517604,1040.180890286309,1047.0911727363969,1043.8557261206613,1044.821922942174,1044.6015788912373,1039.796524793577,1029.367578067687,1024.5062516841754,1013.9134136140867,1011.6831202588954
surrakar,1000,994.1176470588236,1000.142602495544,1000.142602495544,1005.1433155080217,1042.762883117614,1078.763030272865,1086.550891721359,1113.8211886116203,1105.078987421936,1080.5216765903376,1101.034253873202,1104.1638085999734,1091.8953218377515
survivor,1000,1018.3108005021919,1033.4003185299134,1033.6399753755836,1047.653408917051,1076.3896033017993,1085.1233034919928,1085.8361775583446,1099.3228987770328,1091.1102152443802,1100.423200486188,1089.1066139905993,1090.2317241290193,1090.2317241290193
swamp,1000,1003.1569857287947,1007.0515557787892,1012.7415316650728,1033.250740068327,1052.3380807359802,1069.656024711981,1073.8000402435728,1084.9734468283125,1079.4249782689592,1082.8441478728143,1083.8602475039445,1083.8171046860969,1083.2809975175674
teferi,1000,994.9389147109443,998.2860987701551,1065.3977811112109,1057.3591156151288,1060.5790498181163,1051.2652946464991,1049.2264023093212,1077.6284322207423,1074.0230533525594,1048.9045068863213,1036.2067996325222,1031.1059691251157,1031.1059691251157
tezzeret,1000,1002.0,1015.9166666666664,1021.6401408450704,1028.1287644046097,1073.7439806669918,1113.9560611275074,1087.290787397035,1093.5838946816662,1108.6553341132337,1048.3878298603113,1056.1536656370542,1124.7198321839678,1124.7198321839678
thalakos,1000,1008.3026266061979,1008.5257988090884,1008.69864300737,1033.061612318971,1063.5667857513456,1086.8087969633057,1109.4014777345435,1125.0751706508145,1092.9163488806537,1120.2842837283624,1095.6187018563342,1127.315303831432,1127.315303831432
thopter,1000,996.158970314288,1003.1381924702143,1014.0261174059303,1043.8373779949713,1114.2003862735526,1128.7104698765759,1164.327682279493,1171.0864388530565,1184.8848828470382,1174.2810781367216,1176.3234350733999,1204.1378951886727,1204.1378951886727
thrull,1000,997.0795321489804,1005.7409047574124,1010.6714875879812,1042.2086881004743,1073.9126066971078,1097.5939371760594,1109.723527042952,1118.215662452829,1115.620003338813,1113.7687112866056,1113.256219605233,1120.044142636334,1120.044142636334
tower,1000,1006.0479731003695,1009.8389427798863,1011.0189441342253,1034.786416031684,1051.3001565349432,1064.3119739096774,1070.2943930129768,1070.6530632956124,1069.440600679463,1062.4879467352082,1059.1436512146233,1066.2855198317836,1066.2855198317836
trap,1000,998.5309410520664,1030.6901504291952,1032.3381878112384,1080.6094212863886,1122.5500091175018,1291.5502196033888,1304.9302024683384,1321.6869881533078,1326.1489584696294,1320.4276527069658,1307.7031344448687,1310.4281981299796,1310.3328311054559
treasure,1000,1005.4048365314934,1013.9044751982318,1012.6560808722301,1026.8093165938647,1077.4696565668867,1084.07915689774,1108.3183996996852,1109.7380163511898,1128.3570509784295,1115.675843017416,1118.226901761327,1126.444422448036,1119.5832389154236
treefolk,1000,1004.189337727645,1007.6708745123748,1020.7903279839225,1041.408695100969,1073.0529235920403,1089.1896389861931,1095.8665916545801,1106.2801941590542,1113.5589281969296,1116.163038033766,1114.4841461092265,1112.5183711941024,1112.5183711941024
troll,1000,1001.9551516166114,1005.9837401961045,1010.4607568977301,1035.7161854886824,1064.646755684151,1080.6626312267206,1085.3179060553,1113.6233767056817,1112.5072422650549,1108.1737864213962,1106.5405604757866,1109.8847208173308,1109.92802465173
turtle,1000,991.3043478260868,992.9732103645148,984.9751819978662,1001.5062340034247,1026.2390836083787,1049.0443965774537,1041.551222316186,1058.4780924362033,1027.8500120668916,1051.6428364202918,1044.3901272036,1044.113833519155,1044.113833519155
ugin,1000,1012.7905188553503,1018.0682892358898,1077.0229352071954,1091.2174780460396,1100.1575042015284,1105.4384018722483,1109.9473363913803,1107.4784075199714,1106.5364575669034,1105.4716812069298,1081.8175452512314,1075.5227664350264,1080.9003802672014
unicorn,1000,994.1176470588236,1009.0412464985997,1022.1842207176993,1060.5756968396433,1089.194406119443,1093.9300339721362,1132.6319525982715,1152.1847568325995,1141.992353214465,1138.8411639476535,1116.4604593344213,1604.3393664679309,1604.3393664679309
vampire,1000,996.0802890935677,1004.3549016416805,1014.3542127962312,1025.1991500148358,1056.7737211590468,1079.7492074290324,1083.3225281685427,1096.0702270774502,1105.1475371703082,1097.7967627135001,1107.6131196298468,1119.559901609892,1118.344470345494
vedalken,1000,1013.065927128427,1010.0670723104456,1014.8747403377356,1026.4318430111407,1059.6237910095797,1113.1139724946574,1128.693357401602,1131.6831162088415,1141.4816095013687,1140.3044148661065,1149.260337398498,1121.8342036660583,1121.8342036660583
vehicle,1000,1005.5135823480529,1009.1595504508316,1009.0214707507083,1034.476175462514,1100.5981654889397,1124.3652291212172,1124.6078126995965,1126.1717821042505,1148.8601553585788,1135.6040079849906,1137.6134167030546,1155.1241225843407,1154.5976796117004
viashino,1000,1003.1150653231332,1006.1050488071968,1010.5740510081197,1026.3504442889027,1073.3182202145235,1083.007370991662,1088.5263895878245,1108.994386764404,1105.79766865716,1096.4184927193103,1101.4868813212158,1105.7947160792146,1105.7947160792146
volver,1000,992.5925925925926,986.188769414576,988.3515560812823,1071.7557935661523,1126.6094101059084,1201.8401470339436,1192.9294223390891,1242.7175812972305,1186.5067738719486,1180.4221237495285,1193.3801410478318,1231.0521212940046,1231.0521212940046
vraska,1000,986.7113683418033,984.861285256059,986.1519606270367,1014.3625878279137,1083.8914923003208,1085.953136966574,1080.3833603841651,1079.9965421384136,1105.9774828530271,1093.2543615852167,1093.2960888509258,1092.6982943320056,1092.6982943320056
wall,1000,1002.1330331529808,1003.1405200799484,1007.2395180780549,1028.1987804688517,1047.4606925152923,1061.9868924629432,1060.5531431931931,1067.0662989460716,1062.9459195594272,1063.2534955441206,1064.6282160471524,1077.7894711970962,1078.4931238713204
warrior,1000,1027.4475087357112,1045.2101050997646,1043.7193539909192,1061.704938196552,1107.4668345128246,1123.515863360883,1308.3935775455493,1317.196052193178,1316.943575324113,1321.3149403108614,1314.5607711428936,1337.936393961311,1337.5257776320814
weird,1000,995.4751131221719,983.6592807355077,983.6592807355077,1001.2820163059268,1048.4597969276992,1087.0291501186123,1105.7447424996137,1125.1331825874693,1105.9267270406663,1114.8188673313923,1123.7608727103818,1128.652389712696,1134.8537764693592
werewolf,1000,1009.412919118212,1021.0650493414093,1021.4849782170944,1055.5990174855106,1082.9410671359633,1117.220044103306,1150.5955652098608,1166.6866973495896,1193.1967215044385,1184.1715895087734,1185.4156379437054,1203.934777293162,1203.934777293162
whale,1000,996.9139070423184,1008.0948804515464,997.2417881617813,1034.3582827082816,1063.8468276973856,1113.9611002219729,1101.642177592151,1088.2756143154395,1109.1832659144236,1089.2885385433149,1097.622356329137,1112.2683309127176,1112.2683309127176
wildfire,1000,1006.5319917696056,990.5860179073217,987.5986737099612,1011.736044116882,1003.4749050385652,1040.57971904394,1042.2777344785727,1071.1492215065664,1074.4455982406494,1049.6713874638963,1038.7795658692644,1069.430380870209,1091.2979933320148
will,1000,1004.5781729912744,1007.390022222314,1006.0862859796733,1025.7091445662354,1045.6044458863546,1063.7958027301504,1059.6262501124322,1083.8641254889242,1069.399990576567,1065.7098603215961,1065.2940733255748,1078.0270684551176,1078.0270684551176
wizard,1000,993.0380696167267,1006.183429650284,1007.5937796896848,1012.6042929956267,1063.0928598238775,1071.962527594438,1083.1887361538934,1090.590805212485,1086.129459684802,1076.9792889174698,1080.2668328834905,1083.209116079889,1083.209116079889
wolf,1000,1001.3937149055948,1012.144430144394,1014.4197725643734,1034.5550543641518,1067.1145740685813,1091.6705877123295,1104.6035340510446,1118.533144074885,1120.7224947622894,1106.5687437001718,1113.147137306566,1138.6038993827397,1138.8869035294351
worm,1000,999.3196893819232,1004.8129875912076,1007.3830450109399,1036.4453290982076,1058.6260188621131,1077.178834776716,1079.6976751608206,1086.29834169932,1071.2580617369183,1069.0629335372637,1070.74544636985,1070.4934332408195,1070.4934332408195
wurm,1000,1005.4153566937292,1002.748140698611,1009.659480684726,1027.0740011575206,1052.9033923770696,1074.7207791018711,1082.1678779018428,1089.561512927196,1089.7153719731261,1083.2494711066622,1078.1338380945672,1088.1874643874792,1088.72088961512
yeti,1000,1012.2053872053873,1017.0254128587462,1009.8113462976172,1022.3320508907394,1030.8514846481619,1069.5848014938665,1069.4384434203178,1076.5762492224603,1077.5899147242171,1095.7800008915704,1081.4627548007786,1106.2899547672785,1106.2899547672785
zendikar,1000,1006.6033011765655,999.2591376074918,1013.506756406499,1030.5205017942917,1033.9881933480544,1042.263209195401,1031.1255059315142,1037.9206943357792,1052.4121413545472,1039.412849637001,1042.811081191384,1059.031118576431,1061.3576368509837
zombie,1000,1007.1630715621287,1014.8935948309693,1018.9480262109684,1037.0848922770401,1074.3479598036351,1097.863565824557,1115.2349408722785,1123.6643658402463,1121.6453076408723,1116.1007602831487,1107.676962655722,1112.069784131868,1110.9893856188542
zubera,1000,1007.1428571428572,1022.8001200480193,1022.19509187881,1029.4964853922302,1058.1519714652222,1065.3502841962782,1080.6077175539046,1087.0399063488685,1079.9812056582914,1072.9683406864842,1080.1911362266032,1093.969084392759,1093.969084392759
